Branch Code,Credit Card No,DAY,Document Index (generated),Month,Transaction Id,Transaction Type,Year,Cust Ssn,Transaction Value
95,4210653334350739,16,2119,5,2119,Gas,2018,123459600,44.22
118,4210653334350739,1,2120,2,2120,Grocery,2018,123459600,73.03
166,4210653334350739,10,2121,5,2121,Healthcare,2018,123459600,47.49
80,4210653334350739,23,2122,5,2122,Grocery,2018,123459600,7.22
1,4210653334350739,23,2123,11,2123,Healthcare,2018,123459600,1.14
3,4210653334350739,2,2124,7,2124,Education,2018,123459600,17.22
57,4210653334350739,26,2125,12,2125,Healthcare,2018,123459600,65.08
37,4210653359679482,20,2126,2,2126,Entertainment,2018,123459571,56.42
175,4210653359679482,1,2127,9,2127,Grocery,2018,123459571,79.99
72,4210653359679482,22,2128,12,2128,Education,2018,123459571,45.14
27,4210653359679482,27,2129,8,2129,Entertainment,2018,123459571,91.08
139,4210653359679482,8,2130,6,2130,Entertainment,2018,123459571,100.05
126,4210653359679482,9,2131,8,2131,Education,2018,123459571,74.37
69,4210653359679482,9,2132,2,2132,Test,2018,123459571,2.87
7,4210653359679482,14,2133,4,2133,Test,2018,123459571,11.35
125,4210653359679482,4,2134,11,2134,Entertainment,2018,123459571,71.32
1,4210653359679482,19,2135,1,2135,Healthcare,2018,123459571,47.12
18,4210653359679482,21,2136,3,2136,Education,2018,123459571,76.65
40,4210653359679482,16,2137,10,2137,Healthcare,2018,123459571,51.82
45,4210653359679482,20,2138,10,2138,Test,2018,123459571,84.36
72,4210653359679482,15,2139,4,2139,Education,2018,123459571,69.78
30,4210653359679482,21,2140,4,2140,Grocery,2018,123459571,7.33
107,4210653359679482,22,2141,1,2141,Healthcare,2018,123459571,27.67
175,4210653359679482,24,2142,10,2142,Bills,2018,123459571,30.44
42,4210653359679482,16,2143,12,2143,Education,2018,123459571,98
4,4210653359679482,21,2144,5,2144,Gas,2018,123459571,40.83
27,4210653359679482,7,2145,3,2145,Bills,2018,123459571,64.26
16,4210653359679482,4,2146,10,2146,Entertainment,2018,123459571,18.68
19,4210653359679482,18,2147,10,2147,Test,2018,123459571,91.87
104,4210653359679482,8,2148,5,2148,Grocery,2018,123459571,17.24
125,4210653359679482,3,2149,8,2149,Entertainment,2018,123459571,74.25
131,4210653359679482,4,2150,1,2150,Gas,2018,123459571,97.41
119,4210653359679482,14,2151,10,2151,Entertainment,2018,123459571,6.05
139,4210653359679482,7,2152,7,2152,Entertainment,2018,123459571,12.93
3,4210653359679482,23,2153,12,2153,Bills,2018,123459571,93.57
67,4210653359679482,22,2154,5,2154,Entertainment,2018,123459571,67.07
4,4210653359679482,28,2155,11,2155,Grocery,2018,123459571,53.33
180,4210653359679482,24,2156,5,2156,Grocery,2018,123459571,90.84
17,4210653359679482,6,2157,11,2157,Grocery,2018,123459571,14.54
57,4210653359679482,17,2158,6,2158,Grocery,2018,123459571,70.87
30,4210653359679482,12,2159,8,2159,Gas,2018,123459571,12.25
85,4210653359679482,26,2160,10,2160,Entertainment,2018,123459571,63.12
188,4210653359679482,12,2161,5,2161,Grocery,2018,123459571,36.11
164,4210653359679482,18,2162,8,2162,Test,2018,123459571,96.06
5,4210653359679482,8,2163,1,2163,Gas,2018,123459571,30.07
23,4210653359679482,1,2164,1,2164,Bills,2018,123459571,84.21
164,4210653374740577,18,2165,2,2165,Entertainment,2018,123459564,38.15
8,4210653374740577,17,2166,4,2166,Test,2018,123459564,91.26
4,4210653374740577,11,2167,9,2167,Bills,2018,123459564,46.22
43,4210653374740577,18,2168,3,2168,Bills,2018,123459564,40.53
125,4210653374740577,12,2169,4,2169,Entertainment,2018,123459564,34.8
114,4210653374740577,8,2170,5,2170,Gas,2018,123459564,33.4
115,4210653374740577,5,2171,5,2171,Grocery,2018,123459564,78.9
178,4210653374740577,18,2172,8,2172,Gas,2018,123459564,4.96
24,4210653374740577,22,2173,8,2173,Education,2018,123459564,41.43
119,4210653374740577,18,2174,1,2174,Entertainment,2018,123459564,23.14
21,4210653374740577,2,2175,10,2175,Healthcare,2018,123459564,68.29
131,4210653374740577,7,2176,7,2176,Healthcare,2018,123459564,55.05
125,4210653374740577,16,2177,10,2177,Gas,2018,123459564,5.04
36,4210653374740577,15,2178,7,2178,Bills,2018,123459564,78.42
107,4210653374740577,21,2179,12,2179,Education,2018,123459564,9.3
105,4210653374740577,4,2180,3,2180,Bills,2018,123459564,53.11
109,4210653374740577,6,2181,10,2181,Grocery,2018,123459564,83.52
24,4210653374740577,4,2182,6,2182,Grocery,2018,123459564,4.94
11,4210653374740577,22,2183,3,2183,Entertainment,2018,123459564,75.68
79,4210653374740577,16,2184,6,2184,Bills,2018,123459564,53.78
192,4210653374740577,23,2185,9,2185,Healthcare,2018,123459564,45.65
52,4210653374740577,2,2186,12,2186,Test,2018,123459564,44.62
44,4210653374740577,7,2187,4,2187,Test,2018,123459564,60.52
74,4210653374740577,21,2188,10,2188,Bills,2018,123459564,77.42
115,4210653374740577,2,2189,8,2189,Education,2018,123459564,16.05
109,4210653374740577,22,2190,6,2190,Grocery,2018,123459564,89.21
73,4210653374740577,21,2191,10,2191,Grocery,2018,123459564,30.27
139,4210653374740577,15,2192,5,2192,Education,2018,123459564,11.29
44,4210653374740577,21,2193,11,2193,Education,2018,123459564,65.17
180,4210653374740577,24,2194,8,2194,Education,2018,123459564,95.32
85,4210653374740577,18,2195,4,2195,Healthcare,2018,123459564,16.03
180,4210653374740577,6,2196,2,2196,Healthcare,2018,123459564,25.24
22,4210653374740577,12,2197,12,2197,Bills,2018,123459564,55.38
107,4210653374740577,15,2198,11,2198,Test,2018,123459564,37.46
17,4210653374740577,15,2199,12,2199,Grocery,2018,123459564,86.06
38,4210653374740577,6,2200,3,2200,Gas,2018,123459564,54.92
60,4210653374740577,11,2201,11,2201,Gas,2018,123459564,74.66
44,4210653374740577,12,2202,5,2202,Test,2018,123459564,96.98
135,4210653374740577,1,2203,3,2203,Grocery,2018,123459564,84.66
59,4210653374740577,10,2204,2,2204,Entertainment,2018,123459564,16.44
74,4210653374740577,15,2205,8,2205,Entertainment,2018,123459564,66.79
135,4210653374740577,28,2206,6,2206,Gas,2018,123459564,34.86
145,4210653374740577,13,2207,7,2207,Bills,2018,123459564,72.83
50,4210653374740577,16,2208,12,2208,Healthcare,2018,123459564,51.9
89,4210653374740577,27,2209,11,2209,Entertainment,2018,123459564,51.92
119,4210653374740577,19,2210,2,2210,Bills,2018,123459564,87.25
103,4210653374740577,1,2211,2,2211,Test,2018,123459564,55.19
45,4210653374740577,15,2212,9,2212,Grocery,2018,123459564,18.02
123,4210653374740577,4,2213,3,2213,Bills,2018,123459564,50.14
119,4210653374740577,2,2214,12,2214,Education,2018,123459564,47.55
75,4210653374740577,5,2215,6,2215,Grocery,2018,123459564,38.5
32,4210653374740577,7,2216,2,2216,Education,2018,123459564,17.88
83,4210653374740577,1,2217,8,2217,Gas,2018,123459564,57.84
131,4210653374740577,21,2218,5,2218,Education,2018,123459564,47.45
30,4210653374740577,27,2219,11,2219,Test,2018,123459564,44.03
144,4210653374740577,17,2220,4,2220,Test,2018,123459564,19.04
125,4210653379463441,3,2221,12,2221,Test,2018,123459558,57.28
80,4210653379463441,7,2222,8,2222,Entertainment,2018,123459558,8.62
78,4210653379463441,15,2223,12,2223,Grocery,2018,123459558,90.7
15,4210653379463441,23,2224,4,2224,Entertainment,2018,123459558,23.77
78,4210653379463441,19,2225,10,2225,Gas,2018,123459558,43.89
104,4210653379463441,13,2226,6,2226,Grocery,2018,123459558,10.38
53,4210653379463441,14,2227,2,2227,Education,2018,123459558,54.81
166,4210653379463441,1,2228,11,2228,Healthcare,2018,123459558,45.02
135,4210653379463441,3,2229,4,2229,Gas,2018,123459558,4.86
72,4210653379463441,18,2230,12,2230,Education,2018,123459558,91.05
22,4210653379463441,21,2231,5,2231,Grocery,2018,123459558,27.01
59,4210653379463441,1,2232,5,2232,Test,2018,123459558,49.33
117,4210653379463441,12,2233,7,2233,Healthcare,2018,123459558,71.3
73,4210653379463441,18,2234,11,2234,Bills,2018,123459558,27.26
85,4210653379463441,22,2235,11,2235,Gas,2018,123459558,76.82
121,4210653379463441,15,2236,2,2236,Entertainment,2018,123459558,79.42
3,4210653379463441,16,2237,2,2237,Test,2018,123459558,89.7
16,4210653379463441,21,2238,1,2238,Grocery,2018,123459558,14.15
85,4210653379463441,12,2239,12,2239,Entertainment,2018,123459558,95.17
144,4210653379463441,7,2240,11,2240,Gas,2018,123459558,60.53
170,4210653379463441,15,2241,8,2241,Bills,2018,123459558,61.36
48,4210653379463441,24,2242,10,2242,Grocery,2018,123459558,31.49
136,4210653379463441,28,2243,6,2243,Grocery,2018,123459558,3.17
114,4210653379463441,5,2244,7,2244,Education,2018,123459558,95.08
36,4210653379463441,10,2245,3,2245,Healthcare,2018,123459558,35.35
136,4210653379463441,22,2246,7,2246,Test,2018,123459558,69.44
175,4210653379463441,7,2247,10,2247,Bills,2018,123459558,71.06
26,4210653379463441,5,2248,12,2248,Grocery,2018,123459558,55.26
136,4210653379463441,2,2249,5,2249,Bills,2018,123459558,74.3
144,4210653379463441,21,2250,8,2250,Entertainment,2018,123459558,41.18
60,4210653379463441,12,2251,8,2251,Test,2018,123459558,25.68
76,4210653379463441,28,2252,9,2252,Bills,2018,123459558,49.02
93,4210653379463441,27,2253,10,2253,Education,2018,123459558,53.55
114,4210653379463441,6,2254,8,2254,Healthcare,2018,123459558,85.23
105,4210653379463441,12,2255,1,2255,Gas,2018,123459558,77.52
70,4210653379463441,7,2256,4,2256,Bills,2018,123459558,90.73
77,4210653379463441,4,2257,6,2257,Gas,2018,123459558,96.22
125,4210653379463441,28,2258,1,2258,Education,2018,123459558,77.59
74,4210653379463441,2,2259,5,2259,Education,2018,123459558,83.62
14,4210653379463441,25,2260,3,2260,Healthcare,2018,123459558,8.8
18,4210653379463441,26,2261,6,2261,Bills,2018,123459558,65.72
91,4210653379463441,16,2262,2,2262,Gas,2018,123459558,88.97
170,4210653379463441,14,2263,1,2263,Healthcare,2018,123459558,34.55
20,4210653379463441,28,2264,12,2264,Gas,2018,123459558,17.78
111,4210653379463441,15,2265,9,2265,Entertainment,2018,123459558,77.1
5,4210653379463441,4,2266,1,2266,Entertainment,2018,123459558,40.86
91,4210653379463441,20,2267,6,2267,Grocery,2018,123459558,23.17
40,4210653379463441,15,2268,5,2268,Entertainment,2018,123459558,9.53
1,4210653379463441,26,2269,1,2269,Test,2018,123459558,89.09
91,4210653379463441,20,2270,8,2270,Entertainment,2018,123459558,63.87
16,4210653379463441,24,2271,12,2271,Bills,2018,123459558,41.64
35,4210653379463441,17,2272,1,2272,Healthcare,2018,123459558,75.06
44,4210653379463441,27,2273,6,2273,Healthcare,2018,123459558,73.62
51,4210653379463441,14,2274,3,2274,Healthcare,2018,123459558,77.77
31,4210653379463441,12,2275,6,2275,Test,2018,123459558,92.83
51,4210653379463441,21,2276,5,2276,Bills,2018,123459558,80.06
156,4210653379463441,7,2277,11,2277,Entertainment,2018,123459558,56.73
144,4210653379463441,15,2278,2,2278,Entertainment,2018,123459558,45.56
21,4210653379463441,12,2279,10,2279,Test,2018,123459558,89.57
76,4210653379463441,26,2280,8,2280,Test,2018,123459558,60.63
115,4210653379463441,11,2281,4,2281,Test,2018,123459558,35.82
36,4210653379463441,9,2282,4,2282,Healthcare,2018,123459558,74.48
91,4210653379463441,5,2283,2,2283,Healthcare,2018,123459558,14.34
29,4210653379463441,21,2284,2,2284,Test,2018,123459558,95.58
21,4210653379463441,28,2285,6,2285,Bills,2018,123459558,4.01
16,4210653379463441,1,2286,10,2286,Gas,2018,123459558,50.85
149,4210653379463441,6,2287,1,2287,Healthcare,2018,123459558,72.26
175,4210653379463441,17,2288,8,2288,Test,2018,123459558,100.06
121,4210653379463441,19,2289,12,2289,Gas,2018,123459558,53.84
80,4210653379463441,28,2290,11,2290,Gas,2018,123459558,64.03
73,4210653379463441,13,2291,8,2291,Healthcare,2018,123459558,30.57
12,4210653379463441,23,2292,10,2292,Grocery,2018,123459558,53.32
28,4210653379463441,22,2293,8,2293,Entertainment,2018,123459558,71.23
70,4210653379463441,4,2294,11,2294,Grocery,2018,123459558,50
124,4210653379463441,10,2295,2,2295,Bills,2018,123459558,40.83
3,4210653379463441,25,2296,2,2296,Gas,2018,123459558,90.34
170,4210653379463441,16,2297,4,2297,Bills,2018,123459558,85.14
180,4210653379463441,18,2298,3,2298,Healthcare,2018,123459558,48.35
107,4210653379463441,8,2299,3,2299,Education,2018,123459558,97.47
56,4210653379463441,25,2300,12,2300,Test,2018,123459558,13.22
99,4210653379463441,17,2301,1,2301,Bills,2018,123459558,56.82
95,4210653379463441,17,2302,7,2302,Healthcare,2018,123459558,32.18
104,4210653379463441,24,2303,10,2303,Test,2018,123459558,57.79
158,4210653379463441,6,2304,6,2304,Test,2018,123459558,75.52
89,4210653379463441,18,2305,12,2305,Gas,2018,123459558,25.55
75,4210653379463441,5,2306,12,2306,Entertainment,2018,123459558,66.85
49,4210653315118577,19,2307,11,2307,Education,2018,123459532,72.25
12,4210653315118577,5,2308,10,2308,Education,2018,123459532,76.33
90,4210653315118577,19,2309,2,2309,Grocery,2018,123459532,44.3
44,4210653315118577,22,2310,12,2310,Bills,2018,123459532,31.21
168,4210653315118577,8,2311,2,2311,Grocery,2018,123459532,45.73
7,4210653315118577,21,2312,3,2312,Healthcare,2018,123459532,3.62
47,4210653315118577,25,2313,4,2313,Gas,2018,123459532,33.28
118,4210653315118577,15,2314,12,2314,Grocery,2018,123459532,31.07
19,4210653315118577,24,2315,11,2315,Gas,2018,123459532,95.69
69,4210653315118577,26,2316,9,2316,Healthcare,2018,123459532,55.01
45,4210653315118577,11,2317,11,2317,Grocery,2018,123459532,62.24
17,4210653315118577,10,2318,10,2318,Test,2018,123459532,64.74
58,4210653315118577,12,2319,8,2319,Entertainment,2018,123459532,63.66
74,4210653315118577,26,2320,2,2320,Gas,2018,123459532,34.6
131,4210653315118577,11,2321,10,2321,Bills,2018,123459532,56.05
79,4210653315118577,23,2322,10,2322,Entertainment,2018,123459532,57.23
53,4210653315118577,17,2323,2,2323,Test,2018,123459532,5.79
42,4210653315118577,21,2324,7,2324,Entertainment,2018,123459532,86.14
14,4210653315118577,26,2325,3,2325,Healthcare,2018,123459532,90.83
38,4210653315118577,6,2326,12,2326,Education,2018,123459532,30.77
23,4210653315118577,7,2327,4,2327,Bills,2018,123459532,49.59
43,4210653315118577,23,2328,4,2328,Healthcare,2018,123459532,41.86
22,4210653315118577,21,2329,9,2329,Healthcare,2018,123459532,29.07
17,4210653315118577,4,2330,12,2330,Grocery,2018,123459532,37.21
56,4210653315118577,24,2331,1,2331,Education,2018,123459532,39.12
28,4210653315118577,17,2332,3,2332,Healthcare,2018,123459532,35.89
144,4210653315118577,28,2333,8,2333,Gas,2018,123459532,11.02
11,4210653315118577,26,2334,3,2334,Entertainment,2018,123459532,55.57
144,4210653315118577,19,2335,1,2335,Test,2018,123459532,51.32
31,4210653315118577,14,2336,9,2336,Grocery,2018,123459532,19.62
135,4210653315118577,22,2337,9,2337,Gas,2018,123459532,32.51
69,4210653315118577,21,2338,1,2338,Entertainment,2018,123459532,16.82
103,4210653315118577,6,2339,10,2339,Bills,2018,123459532,39.72
8,4210653315118577,22,2340,2,2340,Education,2018,123459532,92.91
45,4210653315118577,1,2341,5,2341,Gas,2018,123459532,64.18
69,4210653315118577,21,2342,11,2342,Entertainment,2018,123459532,75.48
5,4210653315118577,10,2343,1,2343,Test,2018,123459532,71.75
60,4210653315118577,16,2344,3,2344,Test,2018,123459532,28.77
27,4210653315118577,25,2345,7,2345,Test,2018,123459532,85.04
53,4210653315118577,17,2346,12,2346,Test,2018,123459532,47.48
114,4210653315118577,8,2347,10,2347,Grocery,2018,123459532,20.82
36,4210653315118577,13,2348,7,2348,Entertainment,2018,123459532,58.04
180,4210653315118577,5,2349,5,2349,Education,2018,123459532,19.3
60,4210653315118577,18,2350,6,2350,Entertainment,2018,123459532,23.61
91,4210653315118577,5,2351,2,2351,Grocery,2018,123459532,78.18
149,4210653315118577,15,2352,3,2352,Entertainment,2018,123459532,62.58
56,4210653315118577,24,2353,1,2353,Test,2018,123459532,30.9
104,4210653315118577,20,2354,3,2354,Education,2018,123459532,36.15
121,4210653315118577,26,2355,10,2355,Gas,2018,123459532,47.29
45,4210653315118577,22,2356,7,2356,Education,2018,123459532,77.96
4,4210653315118577,27,2357,11,2357,Entertainment,2018,123459532,1.67
36,4210653315118577,20,2358,12,2358,Test,2018,123459532,31.86
69,4210653315118577,19,2359,9,2359,Grocery,2018,123459532,97.81
16,4210653315118577,9,2360,6,2360,Gas,2018,123459532,4.96
9,4210653315118577,20,2361,3,2361,Bills,2018,123459532,90.33
17,4210653315118577,12,2362,8,2362,Gas,2018,123459532,55.94
168,4210653315118577,16,2363,5,2363,Bills,2018,123459532,37.43
45,4210653315118577,21,2364,6,2364,Education,2018,123459532,19.14
126,4210653315118577,1,2365,12,2365,Healthcare,2018,123459532,7.28
107,4210653315118577,26,2366,3,2366,Test,2018,123459532,88.49
67,4210653315118577,7,2367,8,2367,Education,2018,123459532,36.23
117,4210653315118577,9,2368,6,2368,Healthcare,2018,123459532,61.49
70,4210653315118577,20,2369,4,2369,Bills,2018,123459532,19.61
100,4210653315118577,22,2370,10,2370,Bills,2018,123459532,69.74
180,4210653315118577,25,2371,12,2371,Test,2018,123459532,57.3
44,4210653315118577,9,2372,5,2372,Education,2018,123459532,1.25
46,4210653315118577,9,2373,2,2373,Healthcare,2018,123459532,41.45
166,4210653315118577,16,2374,4,2374,Test,2018,123459532,63.47
168,4210653315118577,18,2375,9,2375,Healthcare,2018,123459532,18.18
74,4210653315118577,9,2376,3,2376,Grocery,2018,123459532,84.04
37,4210653315118577,10,2377,8,2377,Bills,2018,123459532,16.34
47,4210653315118577,5,2378,2,2378,Grocery,2018,123459532,7.14
72,4210653315118577,16,2379,1,2379,Gas,2018,123459532,61.54
40,4210653315118577,21,2380,4,2380,Test,2018,123459532,53.46
135,4210653315118577,5,2381,7,2381,Test,2018,123459532,3.82
7,4210653315118577,16,2382,11,2382,Test,2018,123459532,96.41
72,4210653315118577,22,2383,4,2383,Bills,2018,123459532,86.02
38,4210653315118577,13,2384,9,2384,Entertainment,2018,123459532,84.93
73,4210653315118577,25,2385,7,2385,Gas,2018,123459532,29.22
170,4210653315118577,10,2386,2,2386,Test,2018,123459532,44.28
36,4210653315118577,28,2387,1,2387,Entertainment,2018,123459532,50.44
8,4210653315118577,9,2388,9,2388,Education,2018,123459532,31.43
192,4210653315118577,14,2389,10,2389,Test,2018,123459532,88.75
16,4210653315118577,5,2390,12,2390,Gas,2018,123459532,46.21
39,4210653315118577,16,2391,2,2391,Bills,2018,123459532,84.87
192,4210653315118577,25,2392,5,2392,Bills,2018,123459532,6.59
37,4210653315118577,7,2393,6,2393,Education,2018,123459532,35.86
9,4210653315118577,4,2394,12,2394,Test,2018,123459532,57.14
69,4210653315118577,18,2395,9,2395,Bills,2018,123459532,82.34
8,4210653315118577,15,2396,1,2396,Gas,2018,123459532,2.49
66,4210653331330633,25,2397,8,2397,Entertainment,2018,123459511,16.48
117,4210653331330633,1,2398,8,2398,Bills,2018,123459511,29.14
59,4210653331330633,18,2399,7,2399,Test,2018,123459511,74.36
49,4210653331330633,7,2400,9,2400,Bills,2018,123459511,39.58
4,4210653331330633,21,2401,2,2401,Grocery,2018,123459511,30.88
1,4210653331330633,17,2402,3,2402,Gas,2018,123459511,82.55
1,4210653331330633,21,2403,4,2403,Test,2018,123459511,49.03
2,4210653331330633,15,2404,9,2404,Entertainment,2018,123459511,80.7
126,4210653331330633,21,2405,8,2405,Education,2018,123459511,55.71
117,4210653331330633,1,2406,1,2406,Healthcare,2018,123459511,12.18
57,4210653331330633,4,2407,5,2407,Bills,2018,123459511,86.39
107,4210653331330633,21,2408,2,2408,Education,2018,123459511,51.72
76,4210653331330633,27,2409,7,2409,Gas,2018,123459511,19.81
91,4210653331330633,1,2410,12,2410,Bills,2018,123459511,8.61
10,4210653331330633,3,2411,4,2411,Entertainment,2018,123459511,2.07
60,4210653331330633,11,2412,12,2412,Bills,2018,123459511,12.11
5,4210653331330633,22,2413,11,2413,Bills,2018,123459511,48.72
43,4210653331330633,7,2414,9,2414,Entertainment,2018,123459511,62.1
75,4210653331330633,3,2415,2,2415,Test,2018,123459511,41.78
66,4210653331330633,1,2416,1,2416,Test,2018,123459511,71.53
47,4210653331330633,28,2417,3,2417,Grocery,2018,123459511,56.23
26,4210653331330633,20,2418,12,2418,Test,2018,123459511,43.57
40,4210653331330633,24,2419,11,2419,Test,2018,123459511,96.21
70,4210653331330633,9,2420,2,2420,Healthcare,2018,123459511,64.94
30,4210653331330633,27,2421,4,2421,Grocery,2018,123459511,15.77
121,4210653331330633,28,2422,7,2422,Grocery,2018,123459511,43.79
52,4210653331330633,6,2423,8,2423,Healthcare,2018,123459511,31.66
59,4210653331330633,1,2424,8,2424,Entertainment,2018,123459511,43.05
145,4210653331330633,25,2425,4,2425,Test,2018,123459511,34.02
89,4210653331330633,6,2426,6,2426,Entertainment,2018,123459511,46.34
99,4210653331330633,26,2427,10,2427,Healthcare,2018,123459511,37.58
76,4210653331330633,10,2428,9,2428,Grocery,2018,123459511,24.03
89,4210653331330633,20,2429,11,2429,Bills,2018,123459511,46.75
99,4210653331330633,1,2430,12,2430,Education,2018,123459511,31.17
2,4210653331330633,13,2431,12,2431,Gas,2018,123459511,32.07
18,4210653331330633,24,2432,7,2432,Entertainment,2018,123459511,59.38
43,4210653331330633,2,2433,8,2433,Education,2018,123459511,22.72
180,4210653331330633,5,2434,4,2434,Healthcare,2018,123459511,25.83
119,4210653331330633,14,2435,2,2435,Grocery,2018,123459511,35.6
168,4210653331330633,12,2436,10,2436,Bills,2018,123459511,47.8
107,4210653331330633,6,2437,7,2437,Test,2018,123459511,27.66
85,4210653331330633,19,2438,10,2438,Healthcare,2018,123459511,9.35
48,4210653331330633,22,2439,2,2439,Healthcare,2018,123459511,79.23
35,4210653331330633,20,2440,6,2440,Education,2018,123459511,91.2
144,4210653331330633,19,2441,6,2441,Grocery,2018,123459511,100.64
89,4210653331330633,26,2442,7,2442,Bills,2018,123459511,20.91
39,4210653331330633,20,2443,3,2443,Grocery,2018,123459511,40.28
58,4210653331330633,22,2444,12,2444,Healthcare,2018,123459511,88.77
19,4210653331330633,12,2445,10,2445,Entertainment,2018,123459511,32.4
67,4210653331330633,22,2446,6,2446,Education,2018,123459511,66.34
156,4210653331330633,23,2447,12,2447,Bills,2018,123459511,31.1
100,4210653331330633,9,2448,4,2448,Entertainment,2018,123459511,69.54
126,4210653331330633,27,2449,11,2449,Test,2018,123459511,14.27
77,4210653331330633,12,2450,1,2450,Bills,2018,123459511,85.88
16,4210653331330633,10,2451,2,2451,Bills,2018,123459511,1.8
16,4210653331330633,21,2452,5,2452,Grocery,2018,123459511,6.25
103,4210653331330633,5,2453,2,2453,Healthcare,2018,123459511,6.89
104,4210653331330633,27,2454,1,2454,Grocery,2018,123459511,32.34
99,4210653331330633,9,2455,6,2455,Education,2018,123459511,94.77
1,4210653331330633,19,2456,8,2456,Entertainment,2018,123459511,72.01
43,4210653331330633,19,2457,2,2457,Entertainment,2018,123459511,25.21
139,4210653331330633,9,2458,2,2458,Grocery,2018,123459511,9.7
125,4210653331330633,23,2459,11,2459,Gas,2018,123459511,23.07
89,4210653331330633,10,2460,3,2460,Education,2018,123459511,39.77
160,4210653331330633,11,2461,4,2461,Healthcare,2018,123459511,4.73
109,4210653331330633,2,2462,2,2462,Gas,2018,123459511,26.46
145,4210653331330633,19,2463,4,2463,Education,2018,123459511,31.54
69,4210653331330633,17,2464,9,2464,Grocery,2018,123459511,50.99
23,4210653331330633,13,2465,6,2465,Healthcare,2018,123459511,45.86
47,4210653390509374,22,2466,9,2466,Bills,2018,123459508,43.96
158,4210653390509374,9,2467,7,2467,Education,2018,123459508,43.27
27,4210653390509374,23,2468,2,2468,Education,2018,123459508,70.65
28,4210653390509374,10,2469,6,2469,Healthcare,2018,123459508,74.5
57,4210653390509374,21,2470,1,2470,Bills,2018,123459508,6.42
56,4210653390509374,11,2471,10,2471,Bills,2018,123459508,2.96
126,4210653390509374,16,2472,5,2472,Gas,2018,123459508,87.01
16,4210653390509374,1,2473,3,2473,Grocery,2018,123459508,99.62
21,4210653390509374,25,2474,6,2474,Gas,2018,123459508,61.1
5,4210653390509374,25,2475,2,2475,Healthcare,2018,123459508,11.32
80,4210653390509374,20,2476,4,2476,Entertainment,2018,123459508,81.61
158,4210653390509374,25,2477,10,2477,Healthcare,2018,123459508,63.57
121,4210653390509374,2,2478,1,2478,Bills,2018,123459508,56.91
50,4210653390509374,2,2479,12,2479,Grocery,2018,123459508,12.72
73,4210653390509374,3,2480,8,2480,Entertainment,2018,123459508,93.6
27,4210653390509374,25,2481,12,2481,Gas,2018,123459508,79.12
89,4210653390509374,25,2482,11,2482,Bills,2018,123459508,46.7
95,4210653390509374,9,2483,6,2483,Healthcare,2018,123459508,97.67
85,4210653390509374,23,2484,2,2484,Healthcare,2018,123459508,50.53
158,4210653390509374,19,2485,1,2485,Entertainment,2018,123459508,70.61
91,4210653390509374,18,2486,12,2486,Entertainment,2018,123459508,43.94
48,4210653390509374,25,2487,4,2487,Healthcare,2018,123459508,16.54
144,4210653390509374,2,2488,5,2488,Entertainment,2018,123459508,82.29
27,4210653390509374,23,2489,5,2489,Bills,2018,123459508,11.71
192,4210653390509374,2,2490,2,2490,Gas,2018,123459508,31.48
57,4210653390509374,12,2491,3,2491,Entertainment,2018,123459508,85.78
8,4210653390509374,20,2492,7,2492,Bills,2018,123459508,66.1
99,4210653390509374,11,2493,11,2493,Test,2018,123459508,64.07
54,4210653390509374,8,2494,9,2494,Healthcare,2018,123459508,100.9
16,4210653390509374,18,2495,5,2495,Test,2018,123459508,11.72
119,4210653390509374,21,2496,9,2496,Grocery,2018,123459508,73.41
178,4210653390509374,5,2497,6,2497,Education,2018,123459508,19.16
37,4210653390509374,23,2498,9,2498,Education,2018,123459508,92.5
115,4210653390509374,12,2499,10,2499,Education,2018,123459508,58.85
135,4210653390509374,7,2500,3,2500,Gas,2018,123459508,51
83,4210653390509374,24,2501,12,2501,Entertainment,2018,123459508,63.73
40,4210653390509374,13,2502,10,2502,Bills,2018,123459508,45.56
26,4210653390509374,4,2503,3,2503,Test,2018,123459508,83.73
75,4210653390509374,5,2504,9,2504,Test,2018,123459508,61.76
60,4210653390509374,16,2505,10,2505,Bills,2018,123459508,19.89
91,4210653390509374,6,2506,7,2506,Education,2018,123459508,76.39
58,4210653390509374,11,2507,4,2507,Test,2018,123459508,41.27
156,4210653390509374,12,2508,6,2508,Gas,2018,123459508,56.17
21,4210653390509374,17,2509,10,2509,Gas,2018,123459508,16.08
17,4210653390509374,12,2510,12,2510,Gas,2018,123459508,28.62
83,4210653390509374,23,2511,2,2511,Grocery,2018,123459508,95.71
29,4210653390509374,27,2512,6,2512,Bills,2018,123459508,57.52
70,4210653390509374,25,2513,11,2513,Test,2018,123459508,7.7
111,4210653390509374,7,2514,8,2514,Bills,2018,123459508,43.51
131,4210653390509374,11,2515,4,2515,Bills,2018,123459508,65.39
77,4210653390509374,28,2516,8,2516,Test,2018,123459508,24.6
37,4210653390509374,12,2517,7,2517,Grocery,2018,123459508,65.74
131,4210653390509374,3,2518,3,2518,Bills,2018,123459508,85.87
40,4210653326257558,28,2519,9,2519,Test,2018,123459506,80.1
107,4210653326257558,7,2520,1,2520,Gas,2018,123459506,46.6
156,4210653326257558,24,2521,4,2521,Healthcare,2018,123459506,63.66
1,4210653326257558,12,2522,10,2522,Bills,2018,123459506,18.64
139,4210653326257558,28,2523,2,2523,Bills,2018,123459506,100.48
